Date,Menu Name,Qty,Price
,BUTADON,1,50000
,JAPANESE OCHA,2,20000
2019-01-01 20:36:35,A10. GOLDEN MEGA PORK BELLY EGG,1,80000
,A8. GOLDEN PORK BELLY EGG,1,64000
,JAPANESE OCHA,2,20000
2019-01-01 20:37:52,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
,A8. GOLDEN PORK BELLY EGG,1,64000
,JAPANESE OCHA,2,20000
,OYAKODON.,1,40000
2019-01-01 20:51:20,JAPANESE OCHA,1,20000
,C10. KURO MEGA PORK BELLY EGG,1,84000
,B10. TANTAN MEGA PORK BELLY EGG,1,84000
,CHICKEN KARAAGE,1,37000
,JAPANESE OCHA,1,20000
,SPRING ONIONS,1,7000
,BAMBOO SHOOT,1,15000
2019-01-01 21:09:20,B8. TANTAN PORK BELLY EGG,1,69000
,B2. TANTAN CHICKEN CHARSIU EGG,1,68000
,C2. KURO CHICKEN CHARSIU EGG,1,68000
,JAPANESE OCHA,2,20000
2019-01-01 21:17:16,A7. GOLDEN PORK BELLY,1,56000
,GYOZA PORK,1,35000
2019-01-01 21:18:46,A8. GOLDEN PORK BELLY EGG,1,64000
,D2. CURRY CHICKEN CHARSIU EGG,1,68000
,JAPANESE OCHA,1,20000
2019-01-01 21:19:41,D6. CURRY CHICKEN KARAAGE EGG,1,75000
,A7. GOLDEN PORK BELLY,1,56000
,GYOZA PORK,1,35000
2019-01-01 21:39:44,GYOZA CHICKEN,1,35000
2019-01-02 12:47:21,OYAKODON.,1,40000
,CHICKEN KATSUDON,1,45000
,JAPANESE OCHA,2,20000
2019-01-02 12:56:20,D8. CURRY PORK BELLY EGG,1,69000
,JAPANESE OCHA,2,20000
,FRIED GARLIC,1,5000
2019-01-02 12:58:01,B8. TANTAN PORK BELLY EGG,1,69000
,FRIED GARLIC,1,0
2019-01-02 13:03:54,A8. GOLDEN PORK BELLY EGG,1,64000
,NOODLE,1,15000
,B8. TANTAN PORK BELLY EGG,1,69000
,BAMBOO SHOOT,1,15000
,JAPANESE OCHA,2,20000
2019-01-02 13:35:14,A10. GOLDEN MEGA PORK BELLY EGG,1,80000
,B3. TANTAN QUARTER CHICKEN.,1,62000
,C8. KURO PORK BELLY EGG,1,69000
,STAMINA DON,1,68000
,JAPANESE OCHA,5,20000
,POACHED EGG,1,0
2019-01-02 13:49:27,A4. GOLDEN QUARTER CHICKEN EGG,1,65000
,B2. TANTAN CHICKEN CHARSIU EGG,1,68000
,TARO MILK TEA,1,25000
,SOYA MILK,1,20000
,MATCHA ICE CREAM,1,20000
,FANTA,1,0
2019-01-02 14:10:49,A8. GOLDEN PORK BELLY EGG,1,64000
,B8. TANTAN PORK BELLY EGG,1,69000
,JAPANESE OCHA,1,20000
2019-01-02 14:38:41,A7. GOLDEN PORK BELLY,1,56000
,B8. TANTAN PORK BELLY EGG,1,69000
,D8. CURRY PORK BELLY EGG,1,69000
,CHICKEN KARAAGE,1,37000
,JAPANESE OCHA,3,0
2019-01-02 14:39:36,JAPANESE OCHA,3,20000
2019-01-02 16:28:27,JAPANESE OCHA,2,20000
,A7. GOLDEN PORK BELLY,1,56000
,GYOZA CHICKEN,1,35000
2019-01-02 18:16:53,PORK SHABU CURRY,1,55000
2019-01-02 18:19:20,B8. TANTAN PORK BELLY EGG,2,69000
,GYOZA PORK,1,35000
,JAPANESE OCHA,1,20000
,JAPANESE OCHA,1,20000
,MINERAL WATER,1,10000
,FLAN PUDDING,1,25000
,PORK SHABU CURRY,1,55000
2019-01-02 18:39:02,A8. GOLDEN PORK BELLY EGG,1,64000
,CHOPPED CHILI,2,0
,JAPANESE OCHA,1,20000
2019-01-02 19:15:46,C6. KURO CHICKEN KARAAGE EGG,1,75000
,D10. CURRY MEGA PORK BELLY EGG,1,84000
,JAPANESE OCHA,2,20000
,CHICKEN KATSU CURRY,1,47000
2019-01-02 19:52:37,A8. GOLDEN PORK BELLY EGG,1,64000
,C8. KURO PORK BELLY EGG,1,69000
,TARO MILK TEA,1,25000
,SOYA MILK,1,20000
2019-01-02 19:56:42,B8. TANTAN PORK BELLY EGG,1,69000
,JAPANESE OCHA,1,20000
,B8. TANTAN PORK BELLY EGG,1,69000
,BINTANG BEER,1,30000
,CHOPPED CHILI,1,0
2019-01-02 20:28:49,A8. GOLDEN PORK BELLY EGG,1,64000
,A8. GOLDEN PORK BELLY EGG,1,64000
,GYOZA PORK,1,35000
,JAPANESE OCHA,2,20000
2019-01-02 20:34:26,A8. GOLDEN PORK BELLY EGG,1,64000
,A7. GOLDEN PORK BELLY,1,56000
,SEAWEED.,1,10000
,GYOZA PORK,2,35000
2019-01-02 20:45:06,A7. GOLDEN PORK BELLY,1,56000
,B3. TANTAN QUARTER CHICKEN.,1,62000
,JAPANESE OCHA,1,20000
2019-01-03 12:54:17,B8. TANTAN PORK BELLY EGG,1,69000
,JAPANESE OCHA,2,20000
2019-01-03 12:56:23,C8. KURO PORK BELLY EGG,1,69000
,JAPANESE OCHA,2,20000
2019-01-03 12:57:26,A8. GOLDEN PORK BELLY EGG,1,64000
2019-01-03 12:58:11,A4. GOLDEN QUARTER CHICKEN EGG,1,65000
2019-01-03 13:52:10,D8. CURRY PORK BELLY EGG,1,69000
,JAPANESE OCHA,1,20000
2019-01-03 14:21:48,C8. KURO PORK BELLY EGG,1,69000
,TORIPAITAN SOUP,1,15000
,CHICKEN KARAAGE,1,37000
,SOYA MILK,1,20000
,JAPANESE OCHA,1,20000
2019-01-03 14:22:46,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
2019-01-03 14:35:53,A10. GOLDEN MEGA PORK BELLY EGG,1,80000
,JAPANESE OCHA,1,20000
2019-01-03 14:36:28,C6. KURO CHICKEN KARAAGE EGG,1,75000
2019-01-03 15:04:14,D10. CURRY MEGA PORK BELLY EGG,1,84000
,GYOZA PORK,1,35000
,JAPANESE OCHA,2,20000
2019-01-03 16:08:43,B8. TANTAN PORK BELLY EGG,1,69000
,CHICKEN CHARSIU,1,15000
2019-01-03 16:22:24,PORK KATSUDON,1,49000
,B2. TANTAN CHICKEN CHARSIU EGG,1,68000
,JAPANESE OCHA,1,20000
,JAPANESE OCHA,1,20000
2019-01-03 17:21:15,B4. TANTAN QUARTER CHICKEN EGG,1,70000
,JAPANESE OCHA,1,20000
2019-01-03 17:24:08,B2. TANTAN CHICKEN CHARSIU EGG,1,68000
2019-01-03 17:30:58,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
,SEASONED EGG,1,10000
,CHICKEN CHARSIU,1,15000
,B8. TANTAN PORK BELLY EGG,1,69000
,A8. GOLDEN PORK BELLY EGG,1,64000
,B2. TANTAN CHICKEN CHARSIU EGG,1,68000
,BAMBOO SHOOT,1,15000
,PORK BELLY.,1,15000
,B6. TANTAN CHICKEN KARAAGE EGG,1,75000
,B10. TANTAN MEGA PORK BELLY EGG,1,84000
,PORK SOBORO,1,10000
,JAPANESE OCHA,4,20000
2019-01-03 17:48:24,CHOPPED CHILI,1,0
,A5. GOLDEN CHICKEN KARAAGE,1,62000
,GYOZA PORK,1,35000
2019-01-03 18:21:10,A10. GOLDEN MEGA PORK BELLY EGG,1,80000
,BAMBOO SHOOT,1,15000
,CHICKEN KATSUDON,1,45000
,JAPANESE OCHA,2,20000
2019-01-03 18:59:01,B10. TANTAN MEGA PORK BELLY EGG,1,84000
,SEAWEED.,2,10000
,B6. TANTAN CHICKEN KARAAGE EGG,1,75000
,JAPANESE OCHA,2,20000
2019-01-03 19:38:40,A9. GOLDEN MEGA PORK BELLY,1,71000
,JAPANESE OCHA,1,20000
2019-01-03 19:39:16,A8. GOLDEN PORK BELLY EGG,1,64000
2019-01-03 19:49:34,B8. TANTAN PORK BELLY EGG,1,69000
,JAPANESE OCHA,1,20000
2019-01-03 19:51:18,B7. TANTAN PORK BELLY,1,61000
2019-01-03 19:54:28,C3. KURO QUARTER CHICKEN,1,62000
,GYOZA PORK,1,35000
2019-01-03 19:55:03,C7. KURO PORK BELLY,1,61000
2019-01-03 20:04:20,B8. TANTAN PORK BELLY EGG,1,69000
,C1. KURO CHICKEN CHARSIU,1,60000
,C8. KURO PORK BELLY EGG,1,69000
,JAPANESE OCHA,2,20000
,JAPANESE OCHA,1,20000
,CHICKEN CHARSIU,1,15000
2019-01-03 20:04:53,C7. KURO PORK BELLY,1,61000
2019-01-03 20:05:13,B7. TANTAN PORK BELLY,1,61000
,MINERAL WATER,2,10000
2019-01-03 20:24:28,C8. KURO PORK BELLY EGG,1,69000
,A8. GOLDEN PORK BELLY EGG,1,64000
,JAPANESE OCHA,1,20000
,JAPANESE OCHA,1,20000
2019-01-03 20:26:07,B8. TANTAN PORK BELLY EGG,1,69000
,GYOZA PORK,1,35000
2019-01-03 20:27:31,A10. GOLDEN MEGA PORK BELLY EGG,1,80000
2019-01-03 20:29:42,C10. KURO MEGA PORK BELLY EGG,1,84000
,FRIED GARLIC,2,5000
,JAPANESE OCHA,1,20000
2019-01-03 20:30:35,A10. GOLDEN MEGA PORK BELLY EGG,1,80000
2019-01-03 20:30:56,B10. TANTAN MEGA PORK BELLY EGG,1,84000
2019-01-03 20:54:35,B2. TANTAN CHICKEN CHARSIU EGG,1,68000
,C5. KURO CHICKEN KARAAGE,1,67000
,JAPANESE OCHA,2,20000
2019-01-03 21:03:27,C8. KURO PORK BELLY EGG,1,69000
,JAPANESE OCHA,1,20000
2019-01-03 21:03:59,B2. TANTAN CHICKEN CHARSIU EGG,1,68000
2019-01-03 21:15:28,JAPANESE OCHA,2,20000
,BUTADON,1,50000
,A7. GOLDEN PORK BELLY,1,56000
2019-01-03 21:35:28,GYOZA PORK,1,35000
,CHICKEN KARAAGE,1,37000
,C10. KURO MEGA PORK BELLY EGG,1,84000
,OGURA ICE CREAM,1,18000
,JAPANESE SPINACH,1,10000
,JAPANESE OCHA,1,20000
,MATCHA ICE CREAM,1,20000
,MINERAL WATER,2,10000
2019-01-03 21:36:10,B2. TANTAN CHICKEN CHARSIU EGG,1,68000
2019-01-03 21:53:20,C10. KURO MEGA PORK BELLY EGG,1,84000
,JAPANESE OCHA,1,20000
,A8. GOLDEN PORK BELLY EGG,1,64000
,JAPANESE OCHA,1,20000
2019-01-03 22:14:41,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
,A6. GOLDEN CHICKEN KARAAGE EGG,1,70000
,JAPANESE OCHA,1,20000
2019-01-04 11:10:22,A8. GOLDEN PORK BELLY EGG,3,64000
2019-01-04 11:12:11,JAPANESE OCHA,2,20000
2019-01-04 11:14:44,B8. TANTAN PORK BELLY EGG,1,69000
,GYOZA PORK,1,35000
,JAPANESE OCHA,1,20000
2019-01-04 11:15:08,A8. GOLDEN PORK BELLY EGG,1,64000
2019-01-04 11:49:54,B8. TANTAN PORK BELLY EGG,1,69000
,A8. GOLDEN PORK BELLY EGG,1,64000
,JAPANESE OCHA,2,20000
2019-01-04 12:12:01,A8. GOLDEN PORK BELLY EGG,1,64000
,A7. GOLDEN PORK BELLY,1,56000
,C4. KURO QUARTER CHICKEN EGG,1,70000
,JAPANESE OCHA,2,20000
2019-01-04 12:13:06,C4. KURO QUARTER CHICKEN EGG,1,70000
,A9. GOLDEN MEGA PORK BELLY,1,71000
,JAPANESE OCHA,2,20000
,GYOZA PORK,1,35000
,ABURI PORK BELLY,1,20000
,A8. GOLDEN PORK BELLY EGG,1,64000
,TORIKAWA,1,0
2019-01-04 13:11:30,JAPANESE OCHA,3,20000
,A6. GOLDEN CHICKEN KARAAGE EGG,1,70000
,D2. CURRY CHICKEN CHARSIU EGG,1,68000
,C7. KURO PORK BELLY,1,61000
,D4. CURRY QUARTER CHICKEN EGG,1,70000
,BUTADON,1,50000
,B8. TANTAN PORK BELLY EGG,1,69000
,CHICKEN KARAAGE,1,37000
,C7. KURO PORK BELLY,1,61000
,B8. TANTAN PORK BELLY EGG,1,69000
,GYOZA PORK,1,35000
,C9. KURO MEGA PORK BELLY,1,0
2019-01-04 13:24:43,C8. KURO PORK BELLY EGG,1,69000
2019-01-04 13:25:16,B8. TANTAN PORK BELLY EGG,1,69000
2019-01-04 14:20:24,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
,B8. TANTAN PORK BELLY EGG,1,69000
,A6. GOLDEN CHICKEN KARAAGE EGG,1,70000
,A1. GOLDEN CHICKEN CHARSIU,1,55000
,B7. TANTAN PORK BELLY,1,61000
,JAPANESE OCHA,5,20000
,B7. TANTAN PORK BELLY,1,0
2019-01-04 16:02:55,B8. TANTAN PORK BELLY EGG,2,69000
,C8. KURO PORK BELLY EGG,1,69000
,A8. GOLDEN PORK BELLY EGG,1,64000
,C7. KURO PORK BELLY,1,61000
2019-01-04 16:03:50,JAPANESE OCHA,2,20000
2019-01-04 17:11:21,A10. GOLDEN MEGA PORK BELLY EGG,1,80000
,A10. GOLDEN MEGA PORK BELLY EGG,1,80000
,A10. GOLDEN MEGA PORK BELLY EGG,1,80000
,JAPANESE OCHA,3,20000
,FRIED GARLIC,1,5000
2019-01-04 18:00:18,D8. CURRY PORK BELLY EGG,1,69000
,JAPANESE OCHA,2,20000
,GYOZA CHICKEN,1,35000
,B8. TANTAN PORK BELLY EGG,1,69000
,OYAKODON.,1,40000
2019-01-04 18:06:17,A8. GOLDEN PORK BELLY EGG,1,64000
,JAPANESE OCHA,1,20000
2019-01-04 18:49:18,CHICKEN KATSU CURRY,1,47000
,A8. GOLDEN PORK BELLY EGG,1,64000
,C2. KURO CHICKEN CHARSIU EGG,1,68000
,MAZEMEN MINCED PORK,1,55000
,CHICKEN KARAAGE,1,37000
,GYOZA PORK,1,35000
,JAPANESE OCHA,1,20000
2019-01-04 18:55:45,A5. GOLDEN CHICKEN KARAAGE,2,62000
,MINERAL WATER,1,10000
,PORK SHABU CURRY,1,55000
,B6. TANTAN CHICKEN KARAAGE EGG,1,75000
,JAPANESE OCHA,2,20000
,JAPANESE OCHA,1,20000
,GYOZA PORK,1,35000
,FLAN PUDDING,1,25000
,CHICKEN KATSU,1,31000
2019-01-04 19:29:40,C10. KURO MEGA PORK BELLY EGG,1,84000
,CHICKEN KARAAGE,1,37000
,GYOZA CHICKEN,1,35000
,JAPANESE OCHA,1,20000
,MINERAL WATER,1,10000
2019-01-04 19:30:06,B8. TANTAN PORK BELLY EGG,1,69000
2019-01-04 19:33:28,B2. TANTAN CHICKEN CHARSIU EGG,1,68000
,JAPANESE OCHA,2,20000
2019-01-04 19:35:34,A1. GOLDEN CHICKEN CHARSIU,1,55000
2019-01-04 19:48:56,B8. TANTAN PORK BELLY EGG,1,69000
,CHOPPED CHILI,1,0
,TAUGE CHILI,1,5000
,JAPANESE OCHA,1,20000
,MINERAL WATER,1,10000
2019-01-04 19:49:32,B2. TANTAN CHICKEN CHARSIU EGG,1,68000
2019-01-04 20:16:33,A8. GOLDEN PORK BELLY EGG,1,64000
,JAPANESE OCHA,1,20000
,PORK SOBORO,1,10000
2019-01-04 20:26:05,B8. TANTAN PORK BELLY EGG,1,69000
,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
,MINERAL WATER,1,10000
,TARO MILK TEA,1,25000
,POACHED EGG,1,10000
,JAPANESE SPINACH,1,10000
,OGURA ICE CREAM,1,18000
2019-01-04 20:32:46,A8. GOLDEN PORK BELLY EGG,1,64000
,A8. GOLDEN PORK BELLY EGG,1,64000
,A8. GOLDEN PORK BELLY EGG,1,64000
,JAPANESE OCHA,3,20000
,OYAKODON.,1,40000
,TAUGE,1,7000
2019-01-04 20:59:07,A9. GOLDEN MEGA PORK BELLY,1,71000
,JAPANESE OCHA,1,20000
2019-01-04 20:59:30,A10. GOLDEN MEGA PORK BELLY EGG,1,80000
2019-01-04 21:00:11,B7. TANTAN PORK BELLY,1,61000
,TORI SOBORO DON,1,25000
,TARO MILK TEA,1,25000
2019-01-04 21:07:18,C10. KURO MEGA PORK BELLY EGG,1,84000
,NOODLE,1,15000
,PORK BELLY.,1,15000
,PORK KATSU,1,35000
,JAPANESE OCHA,1,20000
,CHOPPED CHILI,1,0
2019-01-04 21:08:32,C10. KURO MEGA PORK BELLY EGG,1,84000
,PORK KATSU,1,35000
2019-01-04 21:09:53,C2. KURO CHICKEN CHARSIU EGG,1,68000
,NOODLE,1,15000
2019-01-04 21:11:19,C10. KURO MEGA PORK BELLY EGG,1,84000
,BALI HAI BEER,1,25000
2019-01-04 21:12:45,PORK KATSU CURRY,1,55000
,B8. TANTAN PORK BELLY EGG,1,69000
,C2. KURO CHICKEN CHARSIU EGG,1,68000
,B7. TANTAN PORK BELLY,1,61000
,JAPANESE OCHA,2,20000
,JAPANESE OCHA,2,20000
2019-01-04 21:13:33,B8. TANTAN PORK BELLY EGG,1,69000
2019-01-04 21:13:57,C8. KURO PORK BELLY EGG,1,69000
,JAPANESE OCHA,1,20000
2019-01-04 22:17:12,B2. TANTAN CHICKEN CHARSIU EGG,1,68000
,B8. TANTAN PORK BELLY EGG,1,69000
,C10. KURO MEGA PORK BELLY EGG,1,84000
,JAPANESE OCHA,2,20000
,FLAN PUDDING,1,25000
2019-01-04 22:26:38,A7. GOLDEN PORK BELLY,1,56000
,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
,JAPANESE OCHA,1,20000
2019-01-04 22:27:51,A8. GOLDEN PORK BELLY EGG,1,64000
,B8. TANTAN PORK BELLY EGG,1,69000
,JAPANESE OCHA,1,20000
,MINERAL WATER,1,10000
,BUTADON,1,50000
2019-01-05 11:48:27,B2. TANTAN CHICKEN CHARSIU EGG,1,68000
,TARO MILK TEA,1,25000
,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
,JAPANESE OCHA,1,20000
2019-01-05 12:13:15,C8. KURO PORK BELLY EGG,2,69000
2019-01-05 12:14:21,BAMBOO SHOOT,1,15000
,JAPANESE OCHA,1,20000
2019-01-05 12:16:31,B8. TANTAN PORK BELLY EGG,1,69000
,D8. CURRY PORK BELLY EGG,1,69000
,TARO MILK TEA,1,25000
,MINERAL WATER,1,10000
2019-01-05 12:52:23,A8. GOLDEN PORK BELLY EGG,1,64000
,B8. TANTAN PORK BELLY EGG,1,69000
,GYOZA PORK,1,35000
,BALI HAI BEER,1,25000
,COKE SODA,1,15000
2019-01-05 14:15:54,A10. GOLDEN MEGA PORK BELLY EGG,1,80000
,GYOZA CHICKEN,1,35000
,JAPANESE OCHA,2,20000
2019-01-05 14:18:07,A8. GOLDEN PORK BELLY EGG,1,64000
,GYOZA PORK,1,35000
,A8. GOLDEN PORK BELLY EGG,1,64000
,JAPANESE OCHA,2,20000
2019-01-05 14:23:37,B7. TANTAN PORK BELLY,1,61000
,C2. KURO CHICKEN CHARSIU EGG,1,68000
,JAPANESE OCHA,2,20000
2019-01-05 14:37:38,C4. KURO QUARTER CHICKEN EGG,1,70000
,B8. TANTAN PORK BELLY EGG,1,69000
,JAPANESE OCHA,2,20000
2019-01-05 14:38:43,A8. GOLDEN PORK BELLY EGG,1,64000
,BAMBOO SHOOT,1,15000
,JAPANESE OCHA,1,20000
2019-01-05 14:39:13,B7. TANTAN PORK BELLY,1,61000
2019-01-05 14:41:48,C5. KURO CHICKEN KARAAGE,1,67000
,B2. TANTAN CHICKEN CHARSIU EGG,1,68000
,JAPANESE OCHA,1,20000
2019-01-05 15:31:40,GYOZA PORK,1,35000
,CHICKEN KARAAGE,1,37000
,JAPANESE OCHA,3,20000
,B10. TANTAN MEGA PORK BELLY EGG,2,84000
,B8. TANTAN PORK BELLY EGG,1,69000
2019-01-05 15:42:46,A8. GOLDEN PORK BELLY EGG,1,64000
,B8. TANTAN PORK BELLY EGG,1,69000
,JAPANESE OCHA,2,20000
2019-01-05 15:46:27,C4. KURO QUARTER CHICKEN EGG,1,70000
,A6. GOLDEN CHICKEN KARAAGE EGG,1,70000
2019-01-05 17:38:20,A6. GOLDEN CHICKEN KARAAGE EGG,1,70000
,JAPANESE OCHA,1,20000
2019-01-05 17:49:36,A4. GOLDEN QUARTER CHICKEN EGG,1,65000
,B4. TANTAN QUARTER CHICKEN EGG,1,70000
,JAPANESE OCHA,2,20000
,CHICKEN KARAAGE,1,37000
2019-01-05 18:03:17,B10. TANTAN MEGA PORK BELLY EGG,1,84000
,JAPANESE OCHA,1,20000
,JAPANESE OCHA,1,20000
2019-01-05 18:03:40,A10. GOLDEN MEGA PORK BELLY EGG,1,80000
2019-01-05 18:04:24,B6. TANTAN CHICKEN KARAAGE EGG,1,75000
,A6. GOLDEN CHICKEN KARAAGE EGG,1,70000
,B8. TANTAN PORK BELLY EGG,1,69000
,GYOZA PORK,1,35000
,TORIPAITAN SOUP,1,15000
2019-01-05 18:08:35,C10. KURO MEGA PORK BELLY EGG,1,84000
,A8. GOLDEN PORK BELLY EGG,1,64000
,CHICKEN KARAAGE,1,37000
,JAPANESE OCHA,2,20000
2019-01-05 18:47:26,C10. KURO MEGA PORK BELLY EGG,1,84000
,GYOZA PORK,1,35000
,CHICKEN NANBAN,1,35000
,JAPANESE OCHA,1,20000
,JAPANESE OCHA,1,20000
2019-01-05 18:47:57,A7. GOLDEN PORK BELLY,1,56000
2019-01-05 18:50:57,B8. TANTAN PORK BELLY EGG,2,69000
,A8. GOLDEN PORK BELLY EGG,1,64000
,B8. TANTAN PORK BELLY EGG,1,69000
,GYOZA PORK,1,35000
,CHICKEN KARAAGE,1,37000
,JAPANESE OCHA,2,20000
,FLAN PUDDING,2,25000
2019-01-05 19:03:04,B2. TANTAN CHICKEN CHARSIU EGG,1,68000
,CHICKEN CHARSIU,1,15000
2019-01-05 19:08:07,A8. GOLDEN PORK BELLY EGG,1,64000
,B5. TANTAN CHICKEN KARAAGE,1,67000
2019-01-05 19:18:05,B10. TANTAN MEGA PORK BELLY EGG,1,84000
,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
,JAPANESE OCHA,2,20000
,GYOZA PORK,1,35000
2019-01-05 19:38:48,OYAKODON.,1,40000
,JAPANESE OCHA,1,20000
2019-01-05 19:48:17,CHICKEN KATSU CURRY,1,47000
,C4. KURO QUARTER CHICKEN EGG,1,70000
,CHICKEN NANBAN,1,35000
,JAPANESE OCHA,1,20000
,FLAN PUDDING,1,25000
2019-01-05 19:50:42,OYAKODON.,1,40000
,C10. KURO MEGA PORK BELLY EGG,1,84000
,JAPANESE OCHA,2,20000
,A2. GOLDEN CHICKEN CHARSIU EGG,1,0
,A10. GOLDEN MEGA PORK BELLY EGG,1,0
2019-01-05 19:51:18,A10. GOLDEN MEGA PORK BELLY EGG,1,80000
2019-01-05 20:11:02,C8. KURO PORK BELLY EGG,1,69000
,B8. TANTAN PORK BELLY EGG,1,69000
,JAPANESE OCHA,1,20000
2019-01-05 20:20:00,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
,CHICKEN KARAAGE,1,37000
,B8. TANTAN PORK BELLY EGG,1,69000
,JAPANESE OCHA,1,20000
2019-01-05 20:22:42,B8. TANTAN PORK BELLY EGG,1,69000
,JAPANESE OCHA,2,20000
2019-01-05 20:29:05,B2. TANTAN CHICKEN CHARSIU EGG,1,68000
,B8. TANTAN PORK BELLY EGG,1,69000
,PORK SOBORO,1,10000
,JAPANESE OCHA,1,20000
2019-01-05 20:33:12,C8. KURO PORK BELLY EGG,1,69000
,D8. CURRY PORK BELLY EGG,1,69000
,JAPANESE OCHA,1,20000
,FANTA,1,15000
2019-01-05 20:34:49,B8. TANTAN PORK BELLY EGG,1,69000
,C8. KURO PORK BELLY EGG,1,69000
,GYOZA PORK,1,35000
,JAPANESE OCHA,1,20000
,ZENZAI,1,30000
2019-01-05 20:39:43,B8. TANTAN PORK BELLY EGG,1,69000
,FRIED GARLIC,1,5000
,CHICKEN CHARSIU,1,15000
,D8. CURRY PORK BELLY EGG,1,69000
,SEASONED EGG,1,10000
,JAPANESE OCHA,2,20000
2019-01-05 20:46:17,JAPANESE OCHA,1,20000
,A8. GOLDEN PORK BELLY EGG,1,64000
,MINERAL WATER,1,10000
,B8. TANTAN PORK BELLY EGG,1,69000
2019-01-05 20:48:52,B7. TANTAN PORK BELLY,1,61000
,A8. GOLDEN PORK BELLY EGG,1,64000
,JAPANESE OCHA,2,20000
,TAUGE CHILI,1,5000
2019-01-05 20:53:56,A10. GOLDEN MEGA PORK BELLY EGG,1,80000
,B8. TANTAN PORK BELLY EGG,1,69000
,GYOZA PORK,1,35000
,JAPANESE OCHA,2,20000
2019-01-05 20:58:22,A9. GOLDEN MEGA PORK BELLY,1,71000
,B3. TANTAN QUARTER CHICKEN.,1,62000
,C2. KURO CHICKEN CHARSIU EGG,1,68000
,CHICKEN KARAAGE,1,37000
,JAPANESE OCHA,2,20000
,JAPANESE OCHA,1,20000
,OGURA ICE CREAM,1,18000
2019-01-05 21:09:28,C7. KURO PORK BELLY,1,61000
,BUTADON,1,50000
,JAPANESE OCHA,1,20000
2019-01-05 21:20:13,B8. TANTAN PORK BELLY EGG,1,69000
,A7. GOLDEN PORK BELLY,1,56000
,D2. CURRY CHICKEN CHARSIU EGG,1,68000
,PORK BELLY.,1,15000
,PORK SOBORO,1,10000
,JAPANESE OCHA,3,20000
2019-01-05 21:22:26,A9. GOLDEN MEGA PORK BELLY,1,71000
,QUARTER CHICKEN.,1,30000
,JAPANESE OCHA,1,20000
2019-01-05 21:28:17,B10. TANTAN MEGA PORK BELLY EGG,1,84000
,MINERAL WATER,1,10000
,SPRITE SODA,1,15000
2019-01-05 21:28:58,C7. KURO PORK BELLY,1,61000
2019-01-05 21:35:41,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
,MINERAL WATER,2,10000
,A7. GOLDEN PORK BELLY,1,56000
,GYOZA PORK,1,35000
2019-01-05 21:37:55,B10. TANTAN MEGA PORK BELLY EGG,1,84000
,PORK BELLY.,1,15000
2019-01-05 21:38:29,B4. TANTAN QUARTER CHICKEN EGG,1,70000
2019-01-05 21:46:28,A10. GOLDEN MEGA PORK BELLY EGG,2,80000
,STAMINA DON,1,68000
,JAPANESE OCHA,2,20000
2019-01-05 22:01:00,A10. GOLDEN MEGA PORK BELLY EGG,1,80000
,C7. KURO PORK BELLY,1,61000
,JAPANESE OCHA,1,20000
2019-01-05 22:02:39,B7. TANTAN PORK BELLY,1,61000
,PORK SOBORO,1,10000
,A7. GOLDEN PORK BELLY,1,56000
,JAPANESE OCHA,1,20000
2019-01-06 12:22:05,B4. TANTAN QUARTER CHICKEN EGG,1,70000
,PORK BELLY.,1,15000
,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
,JAPANESE OCHA,2,20000
2019-01-06 12:26:31,C8. KURO PORK BELLY EGG,1,69000
,BAMBOO SHOOT,1,15000
,CHOPPED CHILI,1,0
,A7. GOLDEN PORK BELLY,1,56000
,CHICKEN KARAAGE,1,37000
,JAPANESE OCHA,2,20000
2019-01-06 12:31:47,B10. TANTAN MEGA PORK BELLY EGG,1,84000
,C8. KURO PORK BELLY EGG,1,69000
,JAPANESE OCHA,2,20000
2019-01-06 12:56:16,B8. TANTAN PORK BELLY EGG,1,69000
,D8. CURRY PORK BELLY EGG,1,69000
,A8. GOLDEN PORK BELLY EGG,1,64000
,GYOZA PORK,1,35000
,JAPANESE OCHA,2,20000
,TARO MILK TEA,1,25000
2019-01-06 12:57:43,B8. TANTAN PORK BELLY EGG,2,69000
,PORK BELLY.,1,15000
,JAPANESE OCHA,2,20000
,OYAKODON.,1,40000
,COKE SODA,2,15000
,STAMINA DON,1,68000
,TORI SOBORO DON,1,0
2019-01-06 13:56:48,A8. GOLDEN PORK BELLY EGG,1,64000
,C8. KURO PORK BELLY EGG,1,69000
,JAPANESE OCHA,2,20000
,GYOZA PORK,1,35000
2019-01-06 14:00:08,B8. TANTAN PORK BELLY EGG,1,69000
,JAPANESE OCHA,1,20000
,FRIED GARLIC,1,5000
,GYOZA PORK,1,35000
